Food Code,Food Name,Description,Group,Previous,Main data references,Footnote,Energy (kJ),Energy (kcal),Fat (g),Saturates (g),Carbohydrate (g),Sugars (g),Starch (g),Fibre (g),Protein (g),Salt (g),Food_Category,Super_Category,FPS_Weight,FVS_Weight,Standardized_Weight
17-849,Pot savouries,"6 samples including assorted flavours of noodles, rice and chilli",SN,17-143 ,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,N,N,10.9,N,54,8,42.6,N,11.6,1.5,Uncategorized,Other,,,
17-682,"Pot savouries, made up",85g product made up with 215ml water,SN,17-144 ,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,N,N,3.1,N,15.3,2.2,12.1,N,3.3,0.43,Uncategorized,Other,,,
15-849,"Potato cakes, fried in rapeseed oil",Recipe,DR,15-569 ,Updated 2014,,902,215,8.4,1.79,29.7,1.1,28.6,2.1,4.1,0.05,Nuts and seeds,Plant-based foods,,,
13-024,"Potato chips, crinkle cut, frozen, fried in corn oil","10 samples, 10 brands. Deep fried 3-6 minutes",DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,1214,291,16.7,3.1,30.4,0.9,29.5,2.2,3.6,0.2,Oils and fats,Other,,,
13-486,"Potato chips, fine cut, from fast food outlets","5 samples, including McDonald's, Burger King, Wimpy, KFC",DAP,13-423 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1228,294,14.2,2.5,36.1,0.3,35.8,3.8,3.4,0.48,Snack foods,Processed foods,,,
50-684,"Potato chips, fine cut, frozen, fried in blended vegetable oil",Calculation from fried in corn oil 13-026,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,1521,364,21.3,1.8,37.5,0.6,36.9,2.4,4.5,0.24,Vegetables,Plant-based foods,,,
13-026,"Potato chips, fine cut, frozen, fried in corn oil","10 samples, 4 brands. Deep fried 1-4 minutes",DAP,50-685 ,"As Vegetables, Herbs and Spices Supplement (1991) 13-026, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1524,365,21.3,4,37.5,0.6,36.9,2.7,4.5,0.24,Oils and fats,Other,,,
50-686,"Potato chips, fine cut, frozen, fried in dripping",Calculation from fried in corn oil 13-026,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,1524,365,21.3,11.8,37.5,0.6,36.9,2.7,4.5,0.25,Snack foods,Processed foods,,,
13-613,"Potato chips, fried in beef dripping, from takeaway fish and chip shops",10 samples with fatty acids calculated from beef dripping,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,910,217,8.4,4.2,30.2,0.5,29.7,3.2,3.5,0.04,Fish and fish products,Animal-based foods,,,
13-485,"Potato chips, fried in commercial oil, from takeaway fish and chip shops","10 samples, cooked in beef fat or commercial vegetable oil",DAP,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,910,217,8.4,4.29,30.2,0.5,29.7,3.2,3.5,0.04,Fish and fish products,Animal-based foods,,,
13-612,"Potato chips, fried in palm oil, from takeaway fish and chip shops",10 samples with fatty acids calculated from palm oil,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,910,217,8.4,3.97,30.2,0.5,29.7,3.2,3.5,0.04,Fish and fish products,Animal-based foods,,,
13-614,"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",10 samples with fatty acids calculated from rapeseed oil,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,910,217,8.4,0.55,30.2,0.5,29.7,3.2,3.5,0.04,Fish and fish products,Animal-based foods,,,
13-595,"Potato chips, homemade, fried in corn oil","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-021 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,844,201,6.7,0.98,30.2,1.5,28.7,3.4,3.3,0.01,Oils and fats,Other,,,
13-596,"Potato chips, homemade, fried in dripping","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-406 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,844,201,6.7,3.37,30.2,1.5,28.7,3.4,3.3,0.01,Snack foods,Processed foods,,,
13-555,"Potato chips, homemade, fried in rapeseed oil",Calculated from raw and deep fried in corn oil,DAP,13-407 ,Updated 2013,,864,206,6.7,0.44,31.1,0.9,30.2,3.4,3.6,0.01,Nuts and seeds,Plant-based foods,,,
13-597,"Potato chips, homemade, fried in sunflower oil","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-408 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,844,201,6.7,0.82,30.2,1.5,28.7,3.4,3.3,0.01,Oils and fats,Other,,,
13-557,"Potato chips, microwave, cooked","10 samples, 2 brands; cooked as packet directions",DAP,13-028 ,"LGC, Fruit and vegetables, 1989-1990; and industry data, 2013. Fatty acid fractions calculated from 13-869 based on total fat content and fatty acid proportions.",,937,224,9.6,0.55,29.2,0.6,28.6,2.9,3.6,0.1,Snack foods,Processed foods,,,
13-487,"Potato chips, oven ready, no batter, baked","11 samples, 10 products, straight cut and crinkle cut",DAP,13-029 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,812,193,4.9,0.78,32.3,1.1,31.2,3.5,3.2,0.08,Bakery products,Processed foods,,,
13-488,"Potato chips, oven ready, with batter, baked","10 samples, 8 brands, including McCain Homefries and Crispy French Fries, Aunt Bessie's Homestyle Chips and own brands",DAP,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,860,205,6.1,1.3,32.4,0.4,32,3.3,3.4,0.48,Bakery products,Processed foods,,,
50-681,"Potato chips, straight cut, frozen, fried in blended oil",Calculation from fried in corn oil 13-025,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,1146,274,13.5,1.2,32.8,0.7,32.1,2.4,4.1,0.07,Oils and fats,Other,,,
13-025,"Potato chips, straight cut, frozen, fried in corn oil","10 samples, 10 brands. Deep fried 3-5 minutes",DAP,50-862 ,"Vegetables, Herbs and Spices Supplement, 1991",,1146,274,13.5,2.5,32.8,0.7,32.1,2.4,4.1,0.07,Oils and fats,Other,,,
50-683,"Potato chips, straight cut, frozen, fried in dripping",Calculation from fried in corn oil 13-025,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,1146,274,13.5,7.5,32.8,0.7,32.1,2.4,4.1,0.08,Snack foods,Processed foods,,,
13-027,"Potato chips, thick cut, frozen, fried in corn oil","10 samples, 5 brands. Deep fried 3-7 minutes",DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,984,235,10.2,1.9,31,0.8,30.2,2.4,3.6,0.1,Oils and fats,Other,,,
17-671,"Potato crisps, fried in sunflower oil","11 samples, 8 products, assorted flavours, fried in high oleic sunflower oil, including Walkers and own brands",SNA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,2070,496,28.8,2.48,50.8,0.9,49.9,4.4,6.3,1.51,Oils and fats,Other,,,
17-693,"Potato crisps, low fat","20 samples of different brands, plain and flavoured, not baked",SN,17-496 ,"LGC, Survey of the nutritional composition of savoury snacks and nuts, 1993; and Fatty Acids Supplement, 1998 with selenium estimated from 'potato based snacks',  'Analysis of foods for Selenium' 1994",,N,N,21.5,1.85,57.8,1.4,56.4,5.9,6.6,1.83,Oils and fats,Other,,,
13-038,"Potato croquettes, fried in blended oil","10 samples, 5 brands.  Shallow fried 5-7 minutes",DAR,50-690 ,"As VHS 13-038, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,894,214,13.1,1.7,19.8,0.6,19.2,1.3,3.7,1.05,Oils and fats,Other,,,
13-615,"Potato powder, instant, made up with semi-skimmed milk",Calculated from ingredients; made up as packet directions,DAR,13-034 ,Updated 2014,,289,68,0.5,0.3,13,1.4,11.5,1.2,2.4,0.25,Milk and milk products,Animal-based foods,,,
13-616,"Potato powder, instant, made up with skimmed milk",Calculated from ingredients; made up as packet directions,DAR,13-035 ,Updated 2014,,274,65,0.1,0,13,1.4,11.5,1.2,2.4,0.25,Milk and milk products,Animal-based foods,,,
13-558,"Potato powder, instant, made up with water",Calculated from ingredients; made up as packet directions,DAR,13-032 ,"Vegetables, Herbs and Spices Supplement, 1991; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,248,59,0.1,0,12.3,0.8,11.5,1.2,1.5,0.25,Non-alcoholic beverages,Beverages,,,
13-617,"Potato powder, instant, made up with whole milk",Calculated from ingredients; made up as packet directions,DAR,13-033 ,Updated 2014,,324,77,1.2,0.76,13.6,2,11.5,1.2,2.3,0.25,Milk and milk products,Animal-based foods,,,
13-598,"Potato powder, instant, raw","10 samples, 9 brands",DAR,13-031 ,"Vegetables, Herbs and Spices Supplement, 1991; and industry data, 2014",,1388,328,0.6,0.1,68.3,4,64.4,7.7,8.4,1.13,Uncategorized,Other,,,
13-533,"Potato products, shaped, frozen, baked","Frozen, including waffles, smiley faces and letters",DA,13-425 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,806,192,8.3,0.89,25.6,0.4,25.2,2.7,2.5,0.64,Bakery products,Processed foods,,,
17-643,Potato rings,"10 samples, 7 products, including Hula Hoops and own brand",SN,17-142 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,2000,477,22.4,1.92,64.1,0.3,63.8,2.6,3.6,2.11,Uncategorized,Other,,,
17-642,"Potato snacks, pringle-type, fried in vegetable oil","5 samples, 5 products, including Pringles and own brands",SNA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,2163,519,31.8,8.41,52.4,1.5,50.8,2.9,4.3,1.5,Vegetables,Plant-based foods,,,
13-483,"Potato wedges, retail, cooked","10 samples, 9 products, frozen, including McCain and own brands",DAR,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,761,181,5.5,2.49,28,0.8,27,4.3,2.8,0.5,Uncategorized,Other,,,
15-259,"Potato, leek and celery bake",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,513,123,6.5,3.9,11.4,1.5,9.8,0.8,4.3,1.23,Uncategorized,Other,,,
15-261,"Potatoes with onions and eggs, fried",Greek dish. Fried potatoes with onion and egg. Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,,1324,319,23.8,4.3,17.6,1.4,15.7,1.4,7.9,1.35,Uncategorized,Other,,,
15-850,"Potatoes, duchesse","Recipe. Baked potato, egg and butter shapes. Recipe from review of recipe collection",DR,15-570 ,Updated 2014,,525,125,5.1,2.89,16,0.8,15.2,1.6,3.1,0.13,Uncategorized,Other,130.0,,130.0
13-610,"Potatoes, new and salad, boiled in salted water, flesh and skin","22 samples, including UK grown and imported, pre-packed and loose",DAE,13-475 ,"Nutrient analysis of fresh and processed fruit and vegetables, 2013",,281,66,0.1,0.04,13.6,1.1,12.5,1.8,1.8,0.07,Oils and fats,Other,,,
13-495,"Potatoes, new and salad, boiled in unsalted water, flesh and skin","22 samples, including UK grown and imported, pre-packed and loose",DAE,13-420 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,281,66,0.1,0.04,13.6,1.1,12.5,1.8,1.8,0.01,Oils and fats,Other,,,
13-618,"Potatoes, new and salad, flesh only, raw","IFR, average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons, flesh only",DAE,13-001 ,"Vegetables, Herbs and Spices Supplement, 1991; and calculated from 13-495",,298,70,0.1,0.04,14.7,1.3,13.5,1.8,1.8,0.01,Uncategorized,Other,,,
13-619,"Potatoes, new, frozen, `roast' in corn oil","LGC; 10 samples, 3 brands. Deep fried and roasted",DAE,13-006 ,"Vegetables, Herbs and Spices Supplement, 1991; and updated from 13-495",,674,161,6.6,0.8,21.3,1,20.4,3,2.5,0.25,Oils and fats,Other,,,
13-491,"Potatoes, old, baked, flesh and skin","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-010 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,422,100,0.2,0.1,20.7,1.4,19.3,2.6,2.5,0.01,Bakery products,Processed foods,,,
13-620,"Potatoes, old, baked, flesh only","IFR. Samples as raw; baked 90 minutes 200C and calculated from 13-491. Average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons",DAM,13-011 ,"As Vegetables, Herbs and Spices Supplement (1991) 13-011, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,332,78,0.1,0,16.4,0.7,15.7,1.5,2.2,0,Bakery products,Processed foods,,,
13-621,"Potatoes, old, baked, flesh only, weighed with skin","Calculated from flesh only. Average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons",DAM,13-012 ,"Vegetables, Herbs and Spices Supplement, 1991",,224,53,0.1,0,11,0.5,10.5,1,1.4,0,Bakery products,Processed foods,,,
13-605,"Potatoes, old, boiled in salted water, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose, based on boiled in unsalted water",DAM,13-476 ,"DH, Nutrient analysis of fresh and processed fruit and vegetables, 2013. Na and Cl from 13-476",,318,75,0.1,0.03,16,0.8,15.2,1.6,1.8,0.16,Oils and fats,Other,,,
13-490,"Potatoes, old, boiled in unsalted water, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-421 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,318,75,0.1,0.03,16,0.8,15.2,1.6,1.8,0,Oils and fats,Other,,,
13-553,"Potatoes, old, mashed with butter","Recipe. 100g boiled potatoes, 5g butter, 7g milk",DAM,13-481 ,Updated 2013,,435,104,3.9,2.42,14.6,1.1,13.5,1.4,1.8,0.09,Uncategorized,Other,,,
13-554,"Potatoes, old, mashed with reduced fat spread","Recipe. 100g boiled potatoes, 5g butter, 7g milk",DAM,,Updated 2013,,393,93,2.8,0.68,14.6,1.1,13.5,1.4,1.8,0.08,Oils and fats,Other,,,
13-494,"Potatoes, old, microwaved, flesh and skin","11 samples, including white and red varieties, pre-packed and loose",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,404,95,0.1,0.03,19.7,2.1,17.6,2.7,2.6,0.01,Uncategorized,Other,,,
13-566,"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",Calculated from 13-491 and 17-045,DAM,,"Nutrient analysis of fresh and processed fruit and vegetables, 2013",,625,149,3.8,0.47,24.2,1.7,22.5,3,2.9,0.01,Oils and fats,Other,,,
13-489,"Potatoes, old, raw, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-009 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,357,84,0.1,0.03,17.9,0.9,17,2,1.9,0.01,Uncategorized,Other,,,
13-599,"Potatoes, old, roasted in corn oil","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013",DAM,13-016 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,687,164,5.7,0.84,24.1,1.2,22.9,2.7,2.6,0.01,Oils and fats,Other,,,
13-600,"Potatoes, old, roasted in lard","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013",DAM,50-673 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,687,164,5.7,2.29,24.1,1.2,22.9,2.7,2.6,0.01,Uncategorized,Other,,,
13-534,"Potatoes, old, roasted in rapeseed oil","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013. Most unspecified vegetable oils are made from rapeseed oil",DA,,"DH, Nutrient analysis of fruit and vegetables, 2013",,687,164,5.7,0.4,24.1,1.2,22.9,2.7,2.6,0.01,Nuts and seeds,Plant-based foods,,,
13-492,"Potatoes, old, roasted in sunflower oil, flesh only","Calculated from baked. Water and fat analysed, 2012",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,687,164,5.7,0.7,24.1,1.2,22.9,2.7,2.6,0.01,Oils and fats,Other,,,
13-493,"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil","Calculated from baked. Water and fat analysed, 2012. Most unspecified vegetable oils are made from rapeseed oil",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,625,149,3.8,0.27,24.2,1.7,22.5,3,2.9,0.01,Nuts and seeds,Plant-based foods,,,
18-305,"Poussin, raw, meat and skin","Calculated from 34% light meat, 40% dark meat and 26% skin",MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,839,202,13.9,3.8,0,0,0,0,19.1,0.18,Meat and meat products,Animal-based foods,,,
18-306,"Poussin, raw, meat and skin, weighed with bone",Calculated from 18-305,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,489,117,8.1,2.2,0,0,0,0,11.1,0.1,Meat and meat products,Animal-based foods,,,
11-1023,"Prawn crackers, takeaway",10 samples from different outlets,AT,11-551 ,"Aspland and James, Nutrient analysis of ethnic and takeaway foods, 1997; fatty acids from supplement as 17-448",,2357,566,39.0,3.64,53,2.1,50.9,0.9,0.3,1.92,Uncategorized,Other,,,
16-388,"Prawns, king, grilled from raw","9 samples, 9 products, warm-water prawns (Panaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,433,102,0.9,0.2,0,0,0,0,23.5,0.76,Uncategorized,Other,,,
16-389,"Prawns, king, purchased cooked","11 samples, 11 products, warm-water prawns (Penaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,290,68,0.4,0.1,0,0,0,0,16.2,1.61,Uncategorized,Other,,,
16-481,"Prawns, king, purchased cooked, weighed with shells",Calculated from 16-389 using edible portion of 0.54,JK,16-240 ,"DH, Nutrient analysis of fish and fish products, 2013",,156,37,0.2,0.05,0,0,0,0,8.8,0.87,Uncategorized,Other,,,
16-387,"Prawns, king, raw","9 samples, 9 products, warm-water prawns (Panaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,326,77,0.7,0.17,0,0,0,0,17.6,0.54,Uncategorized,Other,,,
16-482,"Prawns, standard, dried",Calculated from 16-384,JK,16-242 ,"DH, Nutrient analysis of fish and fish products, 2013",,1594,377,4.9,0.81,0,0,0,0,83.1,7.93,Uncategorized,Other,,,
16-384,"Prawns, standard, purchased cooked","15 samples, 15 products, cold-water/Atlantic prawns (Pandalus borealis), chilled/frozen",JK,16-239 ,"DH, Nutrient analysis of fish and fish products, 2013",,295,70,0.9,0.15,0,0,0,0,15.4,1.47,Uncategorized,Other,,,
17-758,Pre-mixed spirit based drinks,"Approx. 4% ABV, including WKD,  Bacardi Breezer, Smirnoff Ice and Carribean Twist",Q,,"Industry data, 2013",,222,53,0.0,0,7.6,7.6,0,0,0.0,N,Non-alcoholic beverages,Beverages,,,
14-230,"Prickly pears, flesh and seeds",Literature sources,FA,,"Fruit and Nuts Supplement, 1992",,252,60,0.3,0.1,11.5,11.5,0,3.6,0.7,0.01,Nuts and seeds,Plant-based foods,,,
12-405,"Profiteroles with sauce, frozen","10 samples, 7 brands",BR,,"Reviewed 2013. ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,1451,349,25.7,14.01,23.2,16.3,5.8,1.4,5.5,0.33,Uncategorized,Other,,,
14-289,Prune juice,4 bottled samples; 2 brands,FC,,"LGC, Fruit and vegetables, 1989-1990",,351,82,0.1,0,14.4,14.4,0,1,0.5,0.03,Non-alcoholic beverages,Beverages,,,
14-237,"Prunes, canned in juice, whole contents",10 samples; stones removed. Drained proportion = 0.46,FA,50-955 ,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,459,108,0.2,0,19.6,19.6,0,2.4,0.8,0.05,Non-alcoholic beverages,Beverages,,,
14-231,"Prunes, flesh and skin","No stones, dried",FA,,"LGC, Fruit and vegetables, 1989-1990",,858,202,0.5,0.12,38.2,38.2,0,7.1,2.8,0.03,Uncategorized,Other,,,
14-233,"Prunes, flesh and skin, stewed with sugar","Calculated from 450g fruit, 450g water, 54g sugar",FA,,"Fruit and Nuts Supplement, 1992",,539,127,0.2,0,25.1,25.1,0,3.6,1.3,0.01,Sugars and confectionery,Processed foods,,,
14-234,"Prunes, flesh and skin, stewed with sugar, weighed with stones",Calculated from 14-233,FA,,"Fruit and Nuts Supplement, 1992",,495,117,0.2,0,23,23,0,3.3,1.2,0.01,Sugars and confectionery,Processed foods,,,
14-235,"Prunes, flesh and skin, stewed without sugar","Calculated from 450g fruit, 450g water",FA,,"Fruit and Nuts Supplement, 1992",,453,107,0.3,0.1,19.5,19.5,0,3.6,1.4,0.02,Sugars and confectionery,Processed foods,,,
14-236,"Prunes, flesh and skin, stewed without sugar, weighed with stones",Calculated from 14-235,FA,,"Fruit and Nuts Supplement, 1992",,407,96,0.2,0,17.6,17.6,0,3.3,1.3,0.01,Sugars and confectionery,Processed foods,,,
14-232,"Prunes, flesh and skin, weighed with stones",Calculated from 14-231,FA,,"Fruit and Nuts Supplement, 1992",,722,170,0.4,0,32.2,32.2,0,6,2.4,0.03,Uncategorized,Other,,,
14-391,"Prunes, ready-to-eat, semi-dried","10 samples, 9 products, including soft, ready-to-eat and partially rehydrated",FA,14-239,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,781,184,0.3,0.06,36.5,36.5,0,5.2,2.3,0.01,Prepared meals,Processed foods,,500.0,500.0
