Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Edible proportion,Specific gravity,Total solids,Nitrogen conversion factor ,Glycerol conversion factor
15-658,"Sausages, vegetarian, baked/grilled","4 samples, 3 brands, baked or grilled",DR,15-365 ,"Reviewed 2013. RHM, Nutrient analysis of manufactured foods for vegetarians, 1997; and industry data, 2013. Fatty acids from Fatty Acids Supplement 15-361",,1.00,,,6.25,0.956
19-319,"Saveloy, unbattered, takeaway",20 samples,MI,19-111 50-533 19-292 ,"LGC, Nutritional analysis of meat and poultry products, 1994-1995; fats calculated from Fatty Acid Supplement, 1998 proportions 19-292",,1.00,,,6.25,0.934
16-262,"Scallops, steamed",Analytical and literature sources,JM,,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-409,"Scampi, coated in breadcrumbs, baked","11 samples, 11 products, frozen and chilled",JR,,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,0.956
16-443,"Scampi, coated in breadcrumbs, fried in sunflower oil",Calculated from baked 16-409 using analysed water and fat values,JK,16-244 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,
16-442,"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",Calculated from baked 16-409 using analysed water and fat values,JK,16-243 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,
11-1112,"Scones, cheese, homemade",Recipe,AP,11-669 ,Updated 2014,,1.00,,,,
11-993,"Scones, fruit, retail","10 samples, 5 brands, 3 bakeries",AP,11-543 ,"LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Inorganics from Cereals and Cereal Products Supplement (1988)",,1.00,,,5.7,0.956
11-1115,"Scones, fruit, wholemeal, homemade",Recipe,AP,11-674 ,Updated 2014,,1.00,,,,
11-958,"Scones, plain, homemade",Recipe,AP,11-592 ,As MW6. Recalculated in 2013,,1.00,,,,
11-827,"Scones, plain, retail","10 samples, 7 products",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1.00,,,5.7,0.945
11-1113,"Scones, potato, homemade",Recipe,AP,11-673 ,Updated 2014,,1.00,,,,
11-1114,"Scones, wholemeal, homemade",Recipe. Ref. Wiles et al. (1980),AP,11-593 ,Updated 2014,,1.00,,,,
17-835,"Scotch broth, homemade",Recipe,WAA,17-606 ,Updated 2014,,1.00,,,,
19-518,"Scotch eggs, retail","10 samples, 8 brands",MI,19-320 ,"MW5, 1991; LGC, Survey of dietary oils and fats, 1981-1982; and industry data, 2013",,1.00,,,6.25,0.83
11-1116,"Scotch pancakes, homemade",Recipe,AP,11-675 ,Updated 2014,,1.00,,,,
11-544,"Scotch pancakes, retail","6 samples, 4 brands",AP,11-270 50-148 ,"LGC, Nutrient analysis of bread and morning goods, 1999",,1.00,,,5.83,0.67
16-454,Seafood selection,"Recipe. Mussels, prawns, squid and cockles",JR,16-306 ,Updated 2013,,1.00,,,6.25,
16-415,Seafood sticks,"8 samples, 7 products, frozen and chilled",JR,16-273 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,0.956
13-337,"Seakale, stem only, boiled in unsalted water",Boiled 20 minutes,DG,,"MW4, 1978. Values revised for Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-338,"Seaweed, Irish moss, raw",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",,1.00,,,,
13-339,"Seaweed, kombu, dried, raw",Analysis and literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-340,"Seaweed, nori, dried, raw",Analysis and literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-341,"Seaweed, wakame, dried, raw",Analysis and literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
11-903,"Semolina, raw","6 samples, 5 products",AA,11-024 ,Nutrient survey of flours and grains 2005,,1.00,,,5.7,0.67
16-367,"Sesame prawn toast, takeaway","10 sub-samples, 2 from different establishments in each of 5 regions",JR,16-321 ,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,1.00,,,6.25,0.956
14-844,Sesame seeds,"10 samples, with and without hulls",GA,50-944 14-858 ,"Reviewed 2013. LGC, Fatty acid composition of foods, 1987; and Fruit and Nuts Supplement, 1992",,1.00,,,5.3,0.96
17-836,"Sev/ganthia, homemade","Recipe, savoury Indian snack",SNC,17-558 ,Updated 2014,,1.00,,,,
11-915,"Sevyian, homemade","6 samples, dessert made from vermicelli and milk",AS,11-676 ,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1.00,,,6.25,
13-342,"Shallots, raw",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,0.72,,,,
17-760,"Shandy, 50% lager, homemade",Calculated from standard lager and standard lemonade,QA,17-218 ,Updated 2014,,1.00,0.5,,6.25,
17-821,"Shandy, bottled or canned","<1% ABV, typically 10-12% beer or lager. 10 cans, 4 brands",QA,17-217 ,"Reviewed 2013. LGC, Alcoholic beverages, soft drinks and tea and coffee, 1983-1984",,1.00,,,6.25,
16-142,"Shark, raw",Data from Seafish Industry Authority and literature sources,JA,,"Fish and Fish Products Supplement, 1993",,N,,,,
14-259,"Sharon fruit, flesh only","7 samples, Persimmon",FA,,"LGC, Fruit and vegetables, 1989-1990",,0.93,,,,
19-626,"Shepherd's pie, homemade",Recipe,MR,19-435 ,Updated 2014,,1.00,,,,
15-883,"Shepherd's pie, vegetable",Recipe. Vegetable and lentil base with potato topping. Recipe from review of recipe collection,DR,15-602 ,Updated 2014,,1.00,,,,
15-655,"Shepherd's pie, vegetable, retail","Vegetable, lentil and barley base with potato topping. Recipe from manufacturer",DR,15-313 ,"Recipe from manufacturer, 1992; and industry data, 2013",,1.00,,,6.25,
17-236,"Sherry, medium","15-19.5% ABV. 8 samples; including Spanish, British, Cyprus, own label",QF,50-1115 ,"Reviewed 2013. LGC, Alcoholic beverages, soft drinks and tea and coffee survey, 1983-1984. Additional data from 50-1115",,1.00,1.0,N,,
19-525,Shish kebab in pitta bread with salad,"Calculated from 37% shish kebab (19-150), 27% pitta bread and 36% salad",MR,19-151 ,Updated 2013,,1.00,,,,
19-150,"Shish kebab, meat only",20 samples from assorted takeaways,MR, ,"Reviewed 2013. LGC, Nutrient analysis of retail cuts of lamb, 1993-1994. No new analysis/data available for review",,1.00,,,,0.92
19-627,"Shish kebabs, with onions and peppers, homemade",Recipe,MR,19-436 ,Updated 2014,,1.00,,,,
11-802,Shortbread,"10 samples, 7 products",AM,11-523 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1.00,,,5.7,0.945
11-837,"Shortcake, caramel, chocolate covered, retail","10 samples, 7 products",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1.00,,,5.7,0.956
16-245,"Shrimps, boiled","Purchased cooked, probably in sea or salt water",JK,,"MW4, 1978. Vitamins, Cu, Zn, Mn, Se and I from Fish and Fish Products Supplement, 1993",,1.00,,,,
16-246,"Shrimps, boiled, weighed with shells",Calculated from boiled 16-245,JK,,"MW4, 1978. Vitamins, Cu, Zn, Mn, Se and I from Fish and Fish Products Supplement, 1993",,0.33,,,,
16-247,"Shrimps, canned in brine, drained","10 cans, 3 brands",JK,50-643 ,"MW4, 1978. Zn, Mn, Se and I from Fish and Fish Products Supplement, 1993",,0.65,,,,
16-249,"Shrimps, dried",5 packets from Chinese supermarkets. Shrimps and prawns,JK,,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-248,"Shrimps, frozen",10 packets from Chinese supermarkets. Shrimps and prawns,JK,50-642 ,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-144,"Skate, grilled",Calculated from raw 16-143,JA,,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-145,"Skate, grilled, weighed with bones","Calculated from grilled, wings",JA,,"Fish and Fish Products Supplement, 1993",,0.74,,,,
16-143,"Skate, raw",Data from Seafish Industry Authority and literature sources,JA,,"Fish and Fish Products Supplement, 1993",,N,,,,
17-096,Smartie-type sweets,10 samples including Smarties and M & M's,SEA,50-1023 ,"Reviewed 2013. LGC, Analytical survey of confectionery items, 1992",,1.00,,,6.25,
17-747,Smoothies,"Retail, chilled, yellow and red fruit smoothies. Not made with milk.",PE,,"Industry data, 2013",,1.00,,,6.25,
16-477,"Sole, flesh only, grilled, fillets weighed with skin",Calculated from 16-380 using edible conversion factor of 0.77,JA,16-084 ,"DH, Nutrient analysis of fish and fish products, 2013",,0.77,,,6.25,
12-393,"Sorbet, fruit","10 samples, assorted flavours",BP,12-216 50-273 ,"Reviewed 2013. ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,1.00,0.79,,6.25,0.956
12-958,"Souffle, cheese, homemade",Recipe,CD,12-934 ,Updated 2014,,1.00,,,,
12-959,"Souffle, plain, homemade",Recipe,CD,12-933 ,Updated 2014,,1.00,,,,
17-637,"Soup, broccoli and stilton, carton, chilled","10 samples, 7 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,0.945
17-634,"Soup, carrot and coriander, carton, chilled","8 samples, 5 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,1.00,,,6.25,
17-776,"Soup, carrot and orange, homemade",Recipe,WAA,17-555 ,Updated 2014,,1.00,,,,
17-850,"Soup, chicken noodle, dried","10 packets, 4 brands",WAE,17-253 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,6.25,
17-714,"Soup, chicken noodle, dried, as served",Calculated from 35g soup powder to 570ml water,WAE,17-254 ,"LFRA, Nutrient analysis of miscellanous foods, 1992",,1.00,,,6.25,
17-695,"Soup, chicken, cream of, canned","10 cans, 3 brands",WAC,17-250 ,"MW5, 1991; and industry data, 2013",,1.00,,,,
17-696,"Soup, chicken, cream of, canned, condensed",7 cans of the same brand,WAC,17-251 ,"MW5, 1991; and industry data, 2013",,1.00,,,,
17-652,"Soup, cream of tomato, canned","10 samples, 5 brands",WAC,17-278 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.38,0.956
17-794,"Soup, French onion, homemade",Recipe,WAA,17-598 ,Updated 2014,,1.00,,,,
17-795,"Soup, gazpacho, homemade",Recipe,WAA,17-599 ,Updated 2014,,1.00,,,,
17-796,"Soup, goulash, homemade",Recipe,WAA,17-600 ,Updated 2014,,1.00,,,,
17-653,"Soup, instant, dried, as purchased","11 samples, 3 brands, powder only, not including croutons",WAE,17-507 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.956
17-660,"Soup, instant, dried, as served","Calculated from instant soup powder, 24g powder made up with 225g water. Assorted flavours",WAE,17-508 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.956
17-698,"Soup, lentil, canned","10 cans, 4 brands",WAC,17-263 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,1.00,,,,
17-808,"Soup, lentil, homemade",Recipe,WAA,17-601 ,Updated 2014,,1.00,,,,
17-699,"Soup, low calorie, canned","7 cans, 3 brands; tomato, vegetable and minestrone varieties",WAC,17-265 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,1.00,,,,
17-711,"Soup, minestrone, canned",Label data,WA,17-542 ,"Industry data, 2013",,1.00,,,6.25,
17-810,"Soup, minestrone, homemade",Recipe,WAA,17-602 ,Updated 2014,,1.00,,,,
17-813,"Soup, mulligatawny, homemade",Recipe,WAA,17-603 ,Updated 2014,,1.00,,,,
17-635,"Soup, mushroom, carton, chilled","10 samples, 4 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.945
17-713,"Soup, mushroom, cream of, canned","10 cans, 3 brands",WAC,17-270 ,"MW4, 1978; and industry data, 2013",,1.00,,,,0.95
17-700,"Soup, oxtail, canned","10 cans, 3 brands",WAC,17-272 ,"MW4, 1978; and industry data, 2013",,1.00,,,,
17-829,"Soup, pea and ham, homemade",Recipe,WAA,17-604 ,Updated 2014,,1.00,,,,
17-831,"Soup, potato and leek, homemade",Recipe,WAA,17-605 ,Updated 2014,,1.00,,,,
17-636,"Soup, tomato, carton, chilled","10 samples, 7 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,6.25,0.945
17-712,"Soup, vegetable, canned","10 cans, 3 brands",WAC,17-284 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,1.00,,,6.25,
17-684,"Soup, vegetable, homemade",Recipe,WAA,17-607 ,Updated 2013,,1.00,,,,
17-721,"Soy sauce, light and dark varieties","8 samples, 4 brands",WCN,17-334 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,1.00,,,6.25,
19-628,"Spaghetti bolognese, homemade","Recipe, including meat, sauce and spaghetti",MR,19-425 ,Updated 2014,,1.00,,,,
19-542,"Spaghetti bolognese, retail, meat and sauce only, reheated","12 samples, 10-18% meat, chilled and frozen",MR,19-328 ,"LGC, Nutrient analysis of foods important in elderly people, 1994; and industry data, 2013",,1.00,,,6.25,0.95
19-524,"Spaghetti bolognese, retail, reheated, with spaghetti","Recipe. calculated using 56% spaghetti and 44% meat and sauce, chilled and frozen",MR,19-353 ,"LGC, Nutrient analysis of foods important in elderly people, 1994; industry data, 2013; and LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1.00,,,,
13-550,"Spinach, baby, boiled in unsalted water",Calculated from raw using a weight loss of 19.8%,DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
13-521,"Spinach, baby, raw","16 samples, autumn and winter, UK grown and imported",DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
17-417,"Spinach, dried",Calculated from raw spinach,DI,,"Miscellaneous Foods Supplement, 1994",,1.00,,,,
13-458,"Spinach, frozen, boiled in unsalted water","10 samples, 8 brands, boiled for 2-10 minutes",DG,13-346 50-815 ,"Reviewed 2013. LGC, Frozen vegetable survey, 1985; with new LGC folate and carotenoid values. Estimated values from 'spinach, fresh, boiled' or 'spinach, raw'. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,1.00,,,6.25,0.8
13-573,"Spinach, mature, boiled in unsalted water","Ribs and stems removed, shredded",DG,13-457 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; with new LGC folate and carotenoid values. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,1.00,,,6.25,0.8
13-572,"Spinach, mature, raw",Ribs and stems removed,DG,13-456 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; with new LGC folate and carotenoid values. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,0.81,,,6.25,0.8
17-247,"Spirits, 40% volume","Mean of brandy, gin, rum, whisky and vodka",QK,50-1122 ,"Reviewed 2013. MW5, 1991. Vitamin K1 from Bolton-Smith et al Br.J. Nutr. 83, 2000. Additional data from 50-1122",,1.00,0.95,Tr,,
16-219,"Sprats, fried","Analysis and calculation from raw; fish without heads, deep fried",JC,,"LGC, Nutritional survey fish and fish products, 1986-1987",,1.00,,,,
16-220,"Sprats, fried, weighed with bones",Calculated from fried 16-219,JC,,"LGC, Nutritional survey fish and fish products, 1986-1987",,0.60,,,,
16-218,"Sprats, raw","10 samples from assorted outlets, purchased whole",JC,392,"LGC, Nutritional survey fish and fish products, 1986-1987",,0.68,,,,0.9
13-350,"Spring greens, boiled in unsalted water",Based on boiled in salted water,DG,50-817 ,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Vitamin K1 from  Bolton-Smith et al, Br.J. Nutr 83, 2000",,1.00,,,,
13-348,"Spring greens, raw",Main ribs and stems removed,DG,50-816 ,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,0.84,,,,
13-352,"Spring onions, bulbs and tops, raw",Peeled bulb and leaves,DG,50-818 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,0.69,,,6.25,
13-351,"Spring onions, bulbs only, raw",Peeled,DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,0.31,,,,
19-327,"Spring rolls, meat, takeaway",10 samples,MR,19-294 ,"Aspland and James Ltd, Nutrient analysis of ethnic and takeaway foods, 1997; fatty acids as Fatty Acids Supplement 19-294. No new analysis/data available for review",,1.00,,,6.25,0.956
13-354,"Squash, acorn, baked",Literature sources and calculation from raw,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-2, and calculation from raw",,1.00,,,,
13-353,"Squash, acorn, raw",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-2, and literature sources",,0.76,,,,
13-644,"Squash, butternut, baked","11 samples, imported, flesh only, loose and prepacked chunks",DG,13-356,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
13-643,"Squash, butternut, boiled in unsalted water","Calculated from baked. Water analysed, 2017. 11 samples, imported, flesh only, loose and prepacked chunks. Cut into chunks and boiled for 15-20 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
